company_id,company_name,date,transaction_id,description,category,type,amount,balance,data_origin
code_and_coffee,Code & Coffee GmbH,2022-01-01,TX00001,Daily Sales Deposit,Sales Revenue,Credit,802,15802.0,original
code_and_coffee,Code & Coffee GmbH,2022-01-01,TXD2000,Transfer to Secondary Account (payroll funding),Transfer Out,Debit,3403,12399.0,derived
code_and_coffee,Code & Coffee GmbH,2022-01-02,TX00002,Daily Sales Deposit,Sales Revenue,Credit,970,13369.0,original
code_and_coffee,Code & Coffee GmbH,2022-01-03,TX00003,Daily Sales Deposit,Sales Revenue,Credit,888,14257.0,original
code_and_coffee,Code & Coffee GmbH,2022-01-04,TX00004,Daily Sales Deposit,Sales Revenue,Credit,821,15078.0,original
code_and_coffee,Code & Coffee GmbH,2022-01-04,TX00005,Utility Bill Payment,Operating Expense,Debit,430,14648.0,original
code_and_coffee,Code & Coffee GmbH,2022-01-05,TX00006,Daily Sales Deposit,Sales Revenue,Credit,787,15435.0,original
code_and_coffee,Code & Coffee GmbH,2022-01-06,TX00007,Daily Sales Deposit,Sales Revenue,Credit,1059,16494.0,original
code_and_coffee,Code & Coffee GmbH,2022-01-07,TX00008,Daily Sales Deposit,Sales Revenue,Credit,849,17343.0,original
code_and_coffee,Code & Coffee GmbH,2022-01-07,TX00009,Rent Payment,Operating Expense,Debit,443,16900.0,original
code_and_coffee,Code & Coffee GmbH,2022-01-08,TX00010,Daily Sales Deposit,Sales Revenue,Credit,1113,18013.0,original
code_and_coffee,Code & Coffee GmbH,2022-01-08,TXI6000,Coffee bean restock,COGS,Debit,3458.39,14554.61,derived
code_and_coffee,Code & Coffee GmbH,2022-01-09,TX00011,Daily Sales Deposit,Sales Revenue,Credit,891,15445.61,original
code_and_coffee,Code & Coffee GmbH,2022-01-10,TX00012,Daily Sales Deposit,Sales Revenue,Credit,860,16305.61,original
code_and_coffee,Code & Coffee GmbH,2022-01-10,TXD2047,Credit Card Bill Payment,Credit Card Payment,Debit,428,15877.61,derived
code_and_coffee,Code & Coffee GmbH,2022-01-11,TX00013,Daily Sales Deposit,Sales Revenue,Credit,721,16598.61,original
code_and_coffee,Code & Coffee GmbH,2022-01-11,TX00014,Bakery Payment,COGS,Debit,444,16154.61,original
code_and_coffee,Code & Coffee GmbH,2022-01-12,TX00015,Daily Sales Deposit,Sales Revenue,Credit,1174,17328.61,original
code_and_coffee,Code & Coffee GmbH,2022-01-13,TX00016,Daily Sales Deposit,Sales Revenue,Credit,869,18197.61,original
code_and_coffee,Code & Coffee GmbH,2022-01-13,TX00017,Utility Bill Payment,Operating Expense,Debit,287,17910.61,original
code_and_coffee,Code & Coffee GmbH,2022-01-14,TX00018,Daily Sales Deposit,Sales Revenue,Credit,1063,18973.61,original
code_and_coffee,Code & Coffee GmbH,2022-01-15,TX00019,Daily Sales Deposit,Sales Revenue,Credit,1019,19992.61,original
code_and_coffee,Code & Coffee GmbH,2022-01-15,TXI6001,Dairy restock,COGS,Debit,1921.33,18071.28,derived
code_and_coffee,Code & Coffee GmbH,2022-01-16,TX00020,Daily Sales Deposit,Sales Revenue,Credit,1184,19255.28,original
code_and_coffee,Code & Coffee GmbH,2022-01-17,TX00021,Daily Sales Deposit,Sales Revenue,Credit,720,19975.28,original
code_and_coffee,Code & Coffee GmbH,2022-01-18,TX00022,Daily Sales Deposit,Sales Revenue,Credit,973,20948.28,original
code_and_coffee,Code & Coffee GmbH,2022-01-19,TX00023,Daily Sales Deposit,Sales Revenue,Credit,1015,21963.28,original
code_and_coffee,Code & Coffee GmbH,2022-01-20,TX00024,Daily Sales Deposit,Sales Revenue,Credit,964,22927.28,original
code_and_coffee,Code & Coffee GmbH,2022-01-20,TX00025,Rent Payment,Operating Expense,Debit,485,22442.28,original
code_and_coffee,Code & Coffee GmbH,2022-01-21,TX00026,Daily Sales Deposit,Sales Revenue,Credit,791,23233.28,original
code_and_coffee,Code & Coffee GmbH,2022-01-22,TX00027,Daily Sales Deposit,Sales Revenue,Credit,1154,24387.28,original
code_and_coffee,Code & Coffee GmbH,2022-01-22,TXI6002,Bakery ingredient restock,COGS,Debit,2305.59,22081.69,derived
code_and_coffee,Code & Coffee GmbH,2022-01-23,TX00028,Daily Sales Deposit,Sales Revenue,Credit,963,23044.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-23,TX00029,Bakery Payment,COGS,Debit,305,22739.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-24,TX00030,Daily Sales Deposit,Sales Revenue,Credit,1119,23858.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-24,TX00031,Coffee Supplier Payment,COGS,Debit,487,23371.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-24,TXD2048,Credit Card Bill Payment,Credit Card Payment,Debit,486,22885.69,derived
code_and_coffee,Code & Coffee GmbH,2022-01-25,TX00032,Daily Sales Deposit,Sales Revenue,Credit,1089,23974.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-26,TX00033,Daily Sales Deposit,Sales Revenue,Credit,959,24933.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-26,TX00034,Coffee Supplier Payment,COGS,Debit,290,24643.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-27,TX00035,Daily Sales Deposit,Sales Revenue,Credit,917,25560.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-28,TX00036,Daily Sales Deposit,Sales Revenue,Credit,901,26461.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-29,TX00037,Daily Sales Deposit,Sales Revenue,Credit,969,27430.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-30,TX00038,Daily Sales Deposit,Sales Revenue,Credit,970,28400.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-30,TX00039,Rent Payment,Operating Expense,Debit,314,28086.69,original
code_and_coffee,Code & Coffee GmbH,2022-01-31,TX00040,Daily Sales Deposit,Sales Revenue,Credit,889,28975.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-01,TX00041,Daily Sales Deposit,Sales Revenue,Credit,907,29882.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-01,TXD2001,Transfer to Secondary Account (payroll funding),Transfer Out,Debit,5779,24103.69,derived
code_and_coffee,Code & Coffee GmbH,2022-02-02,TX00042,Daily Sales Deposit,Sales Revenue,Credit,1066,25169.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-03,TX00043,Daily Sales Deposit,Sales Revenue,Credit,1109,26278.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-04,TX00044,Daily Sales Deposit,Sales Revenue,Credit,887,27165.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-05,TX00045,Daily Sales Deposit,Sales Revenue,Credit,740,27905.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-06,TX00046,Daily Sales Deposit,Sales Revenue,Credit,1000,28905.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-06,TX00047,Bakery Payment,COGS,Debit,426,28479.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-07,TX00048,Daily Sales Deposit,Sales Revenue,Credit,1043,29522.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-08,TX00049,Daily Sales Deposit,Sales Revenue,Credit,835,30357.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-08,TX00050,Utility Bill Payment,Operating Expense,Debit,238,30119.69,original
code_and_coffee,Code & Coffee GmbH,2022-02-08,TXI6003,Coffee bean restock,COGS,Debit,3074.91,27044.78,derived
code_and_coffee,Code & Coffee GmbH,2022-02-09,TX00051,Daily Sales Deposit,Sales Revenue,Credit,780,27824.78,original
code_and_coffee,Code & Coffee GmbH,2022-02-10,TX00052,Daily Sales Deposit,Sales Revenue,Credit,1118,28942.78,original
code_and_coffee,Code & Coffee GmbH,2022-02-11,TX00053,Daily Sales Deposit,Sales Revenue,Credit,960,29902.78,original
code_and_coffee,Code & Coffee GmbH,2022-02-12,TX00054,Daily Sales Deposit,Sales Revenue,Credit,740,30642.78,original
code_and_coffee,Code & Coffee GmbH,2022-02-13,TX00055,Daily Sales Deposit,Sales Revenue,Credit,900,31542.78,original
code_and_coffee,Code & Coffee GmbH,2022-02-14,TX00056,Daily Sales Deposit,Sales Revenue,Credit,1117,32659.78,original
code_and_coffee,Code & Coffee GmbH,2022-02-14,TX00057,Maintenance Payment,Operating Expense,Debit,161,32498.78,original
code_and_coffee,Code & Coffee GmbH,2022-02-15,TX00058,Daily Sales Deposit,Sales Revenue,Credit,798,33296.78,original
code_and_coffee,Code & Coffee GmbH,2022-02-15,TXD2024,Transfer to Secondary Account (payroll funding),Transfer Out,Debit,1786.0,31510.78,derived
code_and_coffee,Code & Coffee GmbH,2022-02-15,TXI6004,Dairy restock,COGS,Debit,1708.28,29802.5,derived
code_and_coffee,Code & Coffee GmbH,2022-02-16,TX00059,Daily Sales Deposit,Sales Revenue,Credit,913,30715.5,original
code_and_coffee,Code & Coffee GmbH,2022-02-17,TX00060,Daily Sales Deposit,Sales Revenue,Credit,1148,31863.5,original
code_and_coffee,Code & Coffee GmbH,2022-02-18,TX00061,Daily Sales Deposit,Sales Revenue,Credit,1130,32993.5,original
code_and_coffee,Code & Coffee GmbH,2022-02-19,TX00062,Daily Sales Deposit,Sales Revenue,Credit,956,33949.5,original
code_and_coffee,Code & Coffee GmbH,2022-02-19,TXB3000,B2B Invoice Payment - Nordwelle Consulting GmbH (CINV5000),B2B Sales Revenue,Credit,296.76,34246.26,synthetic
code_and_coffee,Code & Coffee GmbH,2022-02-20,TX00063,Daily Sales Deposit,Sales Revenue,Credit,954,35200.26,original
code_and_coffee,Code & Coffee GmbH,2022-02-21,TX00064,Daily Sales Deposit,Sales Revenue,Credit,982,36182.26,original
code_and_coffee,Code & Coffee GmbH,2022-02-22,TX00065,Daily Sales Deposit,Sales Revenue,Credit,714,36896.26,original
code_and_coffee,Code & Coffee GmbH,2022-02-22,TX00066,Maintenance Payment,Operating Expense,Debit,479,36417.26,original
code_and_coffee,Code & Coffee GmbH,2022-02-22,TXI6005,Bakery ingredient restock,COGS,Debit,2049.94,34367.32,derived
code_and_coffee,Code & Coffee GmbH,2022-02-23,TX00067,Daily Sales Deposit,Sales Revenue,Credit,878,35245.32,original
code_and_coffee,Code & Coffee GmbH,2022-02-23,TX00068,Bakery Payment,COGS,Debit,330,34915.32,original
code_and_coffee,Code & Coffee GmbH,2022-02-24,TX00069,Daily Sales Deposit,Sales Revenue,Credit,751,35666.32,original
code_and_coffee,Code & Coffee GmbH,2022-02-25,TX00070,Daily Sales Deposit,Sales Revenue,Credit,1087,36753.32,original
code_and_coffee,Code & Coffee GmbH,2022-02-26,TX00071,Daily Sales Deposit,Sales Revenue,Credit,1106,37859.32,original
code_and_coffee,Code & Coffee GmbH,2022-02-27,TX00072,Daily Sales Deposit,Sales Revenue,Credit,842,38701.32,original
code_and_coffee,Code & Coffee GmbH,2022-02-28,TX00073,Daily Sales Deposit,Sales Revenue,Credit,735,39436.32,original
code_and_coffee,Code & Coffee GmbH,2022-03-01,TX00074,Daily Sales Deposit,Sales Revenue,Credit,726,40162.32,original
code_and_coffee,Code & Coffee GmbH,2022-03-01,TXD2002,Transfer to Secondary Account (payroll funding),Transfer Out,Debit,5579,34583.32,derived
code_and_coffee,Code & Coffee GmbH,2022-03-02,TX00075,Daily Sales Deposit,Sales Revenue,Credit,485,35068.32,original
code_and_coffee,Code & Coffee GmbH,2022-03-03,TX00076,Daily Sales Deposit,Sales Revenue,Credit,569,35637.32,original
